"id","insert_time","accuracy","alt","alt_accuracy","heading","lat","lng","measurement_time","speed","trip_id"
22055,2023-08-24 06:10:20.089,4.6675725880947745,27.230748269706964,3.4696257964880135,84.81764221191406,53.56368886813347,9.934052098587115,2023-08-24 06:10:19.001,0.5664295400366635,14156
22056,2023-08-24 06:10:20.090,4.625322967764425,29.01691619027406,3.525751618684976,,53.56368948237769,9.934046241578297,2023-08-24 06:10:20.001,1.1015203188724028,14156
22057,2023-08-24 06:10:21.626,4.603865708227486,30.501700767315924,3.553724465036065,182.76656868388235,53.563677706138805,9.93404097473335,2023-08-24 06:10:21.001,0.8689032391642185,14156
22058,2023-08-24 06:10:23.163,4.587570106157468,33.03501882683486,3.574736011774742,115.07215057533514,53.563678519760565,9.93406822805742,2023-08-24 06:10:22.001,1.1406571310234916,14156
22059,2023-08-24 06:10:23.163,4.568007665385958,35.32828625012189,3.599700404445342,,53.56368830831158,9.934099515529859,2023-08-24 06:10:23.001,1.530908438864094,14156
22060,2023-08-24 06:10:24.698,4.544264851834641,37.56783134955913,3.629627252097538,121.980047655734,53.563681186981825,9.934159832717246,2023-08-24 06:10:24.001,1.6509376227935946,14156
22061,2023-08-24 06:10:26.141,4.5916131673506,41.51075968146324,3.7930853099858237,,53.56368708796874,9.934199069726422,2023-08-24 06:10:25.001,2.0254455847841495,14156
22062,2023-08-24 06:10:26.141,4.590755527480098,43.99927775654942,3.953028875566465,86.58571109985174,53.5636968449929,9.934350093445428,2023-08-24 06:10:26.001,5.179259946277782,14156
22063,2023-08-24 06:10:27.667,4.608285829115228,45.37398325279355,4.112192934385886,84.00038747475901,53.56371195967318,9.934494049753797,2023-08-24 06:10:27.001,6.0346758514171555,14156
22064,2023-08-24 06:10:29.307,4.574893445246923,44.64031326118857,4.04970517002096,61.97965299086866,53.56373613511084,9.934617158863768,2023-08-24 06:10:28.001,4.452341593060549,14156
22065,2023-08-24 06:10:29.308,4.466068008138418,45.46624338440597,3.7254226041445793,83.8616056482026,53.5637116430862,9.934823824070364,2023-08-24 06:10:29.001,5.384151817934622,14156
22066,2023-08-24 06:10:30.842,4.514096663683647,40.8411005185917,3.667078993382745,90.02776557187846,53.56368878121354,9.935045600377132,2023-08-24 06:10:30.001,6.056573420148333,14156
22067,2023-08-24 06:10:32.378,4.587047911494241,39.7798736859113,3.5754060595189965,87.98286252956781,53.563714403565896,9.935211574893845,2023-08-24 06:10:31.001,5.818691039206564,14156
22068,2023-08-24 06:10:32.379,4.632627870072336,37.53101855516434,3.516147899366277,89.20007579432634,53.563719670031894,9.935377765442388,2023-08-24 06:10:32.001,6.117235310847934,14156
22069,2023-08-24 06:10:34.015,4.680312739031731,36.55500337481499,3.452420845963906,88.6247868177287,53.56373705408889,9.935489074966512,2023-08-24 06:10:33.001,5.661650927452616,14156
22070,2023-08-24 06:10:35.554,4.713036170032671,34.64530387427658,3.407613107844345,89.81382751464844,53.56373496487035,9.935630493914362,2023-08-24 06:10:34.001,5.799732880789356,14156
22071,2023-08-24 06:10:35.554,4.728238515604897,33.88263367768377,3.38648749773851,90.80496215820312,53.56373913517282,9.935746828605563,2023-08-24 06:10:35.001,5.742034071826896,14156
22072,2023-08-24 06:10:37.088,4.746546620692361,34.88444082159549,3.360778512544789,90.80496215820312,53.56373565704866,9.935881851289556,2023-08-24 06:10:36.001,6.230774476236878,14156
22073,2023-08-24 06:10:37.089,4.756254818089055,33.24377497844398,3.347025117652015,93.61502838134766,53.56373373309339,9.936016593911317,2023-08-24 06:10:37.001,7.043078625778826,14156
22074,2023-08-24 06:10:38.625,4.761079182374416,31.86614613607526,3.340158986028929,93.61502838134766,53.56372660047248,9.936147852657955,2023-08-24 06:10:38.001,7.589102979797728,14156
22075,2023-08-24 06:10:40.163,4.771411033982625,30.872185342013836,3.325383252736095,93.61502838134766,53.563719242633,9.93627340859694,2023-08-24 06:10:39.001,7.883024545905641,14156
22076,2023-08-24 06:10:40.163,4.776475061433083,30.36387690063566,3.318105335925407,95.90521113584512,53.563707104057144,9.936406702445545,2023-08-24 06:10:40.001,8.161373614243177,14156
22077,2023-08-24 06:10:41.697,4.771681993435837,30.04174542427063,3.3249944340267756,92.54535568722798,53.56371005924506,9.936540398489482,2023-08-24 06:10:41.001,8.41588341911514,14156
22078,2023-08-24 06:10:43.130,4.768940695679619,28.84881959669292,3.32892500274182,94.57035056286568,53.563697678927184,9.936666588985542,2023-08-24 06:10:42.001,8.372983931238476,14156
22079,2023-08-24 06:10:43.131,4.770356291218376,28.07270146906376,3.3268961341800405,92.98745292581633,53.563690064302705,9.93679638378056,2023-08-24 06:10:43.001,8.34734686687522,14156
22080,2023-08-24 06:10:44.570,4.7586941958810325,28.034419814124703,3.343555978726395,93.0533738788084,53.56368119637636,9.936915972703876,2023-08-24 06:10:44.001,8.091824028208459,14156
22081,2023-08-24 06:10:46.101,4.753034925745918,27.74001603294164,3.3515960418028192,94.79071479378615,53.56367023708696,9.937034659097922,2023-08-24 06:10:45.001,8.146873241273829,14156
22082,2023-08-24 06:10:46.101,4.761057254709105,25.413218250498176,3.340190241613589,92.99039211245801,53.56365975292236,9.937155316275762,2023-08-24 06:10:46.001,7.906306152918789,14156
22083,2023-08-24 06:10:47.632,4.762396800975782,23.755717335268855,3.338280057581219,93.13238525390625,53.563649814449114,9.937280105975685,2023-08-24 06:10:47.001,7.914775953643646,14156
22084,2023-08-24 06:10:49.171,4.773968895590133,22.84149355441332,3.3217101042575585,94.74432373046875,53.563642244506525,9.937402171148088,2023-08-24 06:10:48.001,7.955836793090398,14156
22085,2023-08-24 06:10:49.172,4.78161098053179,23.066259836778045,3.310699844994507,94.74432373046875,53.56363904352662,9.937521001418789,2023-08-24 06:10:49.001,7.7947863838997415,14156
22086,2023-08-24 06:10:50.606,4.784607779356854,23.36742017045617,3.306367407065754,94.74432373046875,53.56363616565746,9.937641982035824,2023-08-24 06:10:50.001,7.84803827187605,14156
22087,2023-08-24 06:10:52.141,4.790625378485368,23.31657541822642,3.297642417819247,94.74432373046875,53.56362926713934,9.937757775753886,2023-08-24 06:10:51.001,7.7425226700667675,14156
22088,2023-08-24 06:10:52.141,4.796620222962364,23.64461505226791,3.2889164582666606,94.74432373046875,53.56363415869029,9.937875674416617,2023-08-24 06:10:52.001,7.7791563190058595,14156
